"Code ROME";"libellé métier onisep";"lien site onisep.fr";"Lib_ROME_FT";"lien site FT";"transitionEcologique";"transitionEcologiqueDetaillee";"transitionNumerique";"transitionDemographique"
"F1105";"géologue minier / minière";"https://www.onisep.fr/http/redirection/metier/slug/MET.337";"Géologue";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1105";"Oui";"EMPLOI_VERT";"Non";"Non"
"F1105";"géothermicien / géothermicienne";"https://www.onisep.fr/http/redirection/metier/slug/MET.443";"Géologue";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1105";"Oui";"EMPLOI_VERT";"Non";"Non"
"F1105";"ingénieur / ingénieure réservoir";"https://www.onisep.fr/http/redirection/metier/slug/MET.821";"Géologue";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1105";"Oui";"EMPLOI_VERT";"Non";"Non"
"F1106";"ingénieur / ingénieure en génie climatique";"https://www.onisep.fr/http/redirection/metier/slug/MET.61";"Ingénieur / Ingénieure d'études BTP";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1106";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"F1106";"chargé / chargée d'affaires en génie climatique";"https://www.onisep.fr/http/redirection/metier/slug/MET.107";"Ingénieur / Ingénieure d'études BTP";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1106";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"F1106";"ingénieur / ingénieure en acoustique";"https://www.onisep.fr/http/redirection/metier/slug/MET.728";"Ingénieur / Ingénieure d'études BTP";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1106";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"F1106";"ingénieur / ingénieure efficacité énergétique du bâtiment";"https://www.onisep.fr/http/redirection/metier/slug/MET.500";"Ingénieur / Ingénieure d'études BTP";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1106";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"F1106";"technicien BIM modeleur / technicienne BIM modeleuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.7931";"Ingénieur / Ingénieure d'études BTP";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1106";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"F1106";"chargé / chargée d'études de prix";"https://www.onisep.fr/http/redirection/metier/slug/MET.498";"Ingénieur / Ingénieure d'études BTP";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1106";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"F1106";"BIM manager";"https://www.onisep.fr/http/redirection/metier/slug/MET.902";"Ingénieur / Ingénieure d'études BTP";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1106";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"F1106";"ingénieur / ingénieure du BTP";"https://www.onisep.fr/http/redirection/metier/slug/MET.182";"Ingénieur / Ingénieure d'études BTP";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1106";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"F1106";"domoticien / domoticienne";"https://www.onisep.fr/http/redirection/metier/slug/MET.795";"Ingénieur / Ingénieure d'études BTP";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1106";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"F1106";"ingénieur / ingénieure structures";"https://www.onisep.fr/http/redirection/metier/slug/MET.947";"Ingénieur / Ingénieure d'études BTP";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1106";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"F1107";"";"";"Géomètre-topographe";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1107";"Non";"";"Oui";"Oui"
"F1108";"économiste de la construction";"https://www.onisep.fr/http/redirection/metier/slug/MET.275";"Métreur / Métreuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1108";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"F1108";"géomètre-topographe";"https://www.onisep.fr/http/redirection/metier/slug/MET.408";"Métreur / Métreuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1108";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"F1201";"conducteur / conductrice de travaux";"https://www.onisep.fr/http/redirection/metier/slug/MET.26";"Conducteur / Conductrice de travaux";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1201";"Oui";"EMPLOI_STRATEGIQUE";"Oui";"Oui"
"F1202";"chef / cheffe de chantier en installations électriques";"https://www.onisep.fr/http/redirection/metier/slug/MET.286";"Chef / Cheffe de chantier";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1202";"Oui";"EMPLOI_STRATEGIQUE";"Oui";"Oui"
"F1202";"chef / cheffe de chantier";"https://www.onisep.fr/http/redirection/metier/slug/MET.438";"Chef / Cheffe de chantier";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1202";"Oui";"EMPLOI_STRATEGIQUE";"Oui";"Oui"
"F1203";"ingénieur / ingénieure gaz";"https://www.onisep.fr/http/redirection/metier/slug/MET.304";"Responsable d'exploitation de gisements et de carrières";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1203";"Non";"";"Non";"Non"
"F1203";"ingénieur / ingénieure forage";"https://www.onisep.fr/http/redirection/metier/slug/MET.224";"Responsable d'exploitation de gisements et de carrières";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1203";"Non";"";"Non";"Non"
"F1204";"";"";"Animateur / Animatrice QSE - Qualité Sécurité Environnement BTP";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1204";"Oui";"EMPLOI_VERT";"Non";"Non"
"F1301";"grutier / grutière";"https://www.onisep.fr/http/redirection/metier/slug/MET.698";"Grutier / Grutière";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1301";"Non";"";"Non";"Non"
"F1302";"conducteur / conductrice d'engins de travaux publics";"https://www.onisep.fr/http/redirection/metier/slug/MET.27";"Conducteur / Conductrice d'engins de chantier";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1302";"Non";"";"Non";"Non"
"F1302";"conducteur / conductrice d'engins de damage";"https://www.onisep.fr/http/redirection/metier/slug/MET.7957";"Conducteur / Conductrice d'engins de chantier";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1302";"Non";"";"Non";"Non"
"F1401";"technicien / technicienne forage";"https://www.onisep.fr/http/redirection/metier/slug/MET.7956";"Foreur / Foreuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1401";"Non";"";"Non";"Non"
"F1402";"préposé / préposée au tir";"https://www.onisep.fr/http/redirection/metier/slug/MET.7778";"Extracteur / Extractrice de roches";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1402";"Non";"";"Non";"Non"
"F1501";"charpentier / charpentière bois";"https://www.onisep.fr/http/redirection/metier/slug/MET.9";"Charpentier bois poseur / Charpentière bois poseuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1501";"Non";"";"Non";"Non"
"F1502";"monteur échafaudeur / monteuse échafaudeuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.7917";"Échafaudeur / Échafaudeuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1502";"Non";"";"Non";"Non"
"F1503";"charpentier / charpentière de marine";"https://www.onisep.fr/http/redirection/metier/slug/MET.915";"Charpentier / Charpentière";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1503";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"F1601";"plâtrier / plâtrière plaquiste";"https://www.onisep.fr/http/redirection/metier/slug/MET.538";"Plâtrier / Plâtrière";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1601";"Non";"";"Non";"Non"
"F1601";"staffeur-ornemaniste / staffeuse-ornemaniste";"https://www.onisep.fr/http/redirection/metier/slug/MET.456";"Plâtrier / Plâtrière";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1601";"Non";"";"Non";"Non"
"F1602";"électricien installateur / électricienne installatrice";"https://www.onisep.fr/http/redirection/metier/slug/MET.56";"Électricien / Électricienne du bâtiment";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1602";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"F1603";"monteur / monteuse en installations thermiques et climatiques";"https://www.onisep.fr/http/redirection/metier/slug/MET.264";"Plombier / Plombière";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1603";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"F1603";"plombier / plombière";"https://www.onisep.fr/http/redirection/metier/slug/MET.266";"Plombier / Plombière";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1603";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"F1604";"";"";"Plaquiste";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1604";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"F1605";"technicien / technicienne en lignes haute tension";"https://www.onisep.fr/http/redirection/metier/slug/MET.862";"Électricien / Électricienne réseaux";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1605";"Oui";"EMPLOI_STRATEGIQUE";"Oui";"Non"
"F1605";"monteur / monteuse en réseaux de distribution électrique";"https://www.onisep.fr/http/redirection/metier/slug/MET.573";"Électricien / Électricienne réseaux";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1605";"Oui";"EMPLOI_STRATEGIQUE";"Oui";"Non"
"F1606";"peintre en bâtiment";"https://www.onisep.fr/http/redirection/metier/slug/MET.10";"Peintre en bâtiment";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1606";"Non";"";"Non";"Non"
"F1607";"serrurier dépanneur / serrurière dépanneuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.527";"Menuisier / Menuisière aluminium";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1607";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"F1607";"miroitier / miroitier";"https://www.onisep.fr/http/redirection/metier/slug/MET.322";"Menuisier / Menuisière aluminium";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1607";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"F1608";"carreleur / carreleuse-mosaïste";"https://www.onisep.fr/http/redirection/metier/slug/MET.435";"Carreleur / Carreleuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1608";"Non";"";"Non";"Non"
"F1609";"solier-moquettiste / solière-moquettiste";"https://www.onisep.fr/http/redirection/metier/slug/MET.658";"Solier-moquettiste / Solière-moquettiste";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1609";"Non";"";"Non";"Non"
"F1610";"couvreur / couvreuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.263";"Monteur / Monteuse de panneaux photovoltaïques";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1610";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"F1611";"façadier / façadière";"https://www.onisep.fr/http/redirection/metier/slug/MET.78";"Façadier / Façadière";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1611";"Non";"";"Non";"Non"
"F1612";"tailleur / tailleuse de pierre";"https://www.onisep.fr/http/redirection/metier/slug/MET.295";"Tailleur / Tailleuse de pierre";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1612";"Non";"";"Non";"Non"
"F1612";"mosaïste d'art";"https://www.onisep.fr/http/redirection/metier/slug/MET.514";"Tailleur / Tailleuse de pierre";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1612";"Non";"";"Non";"Non"
"F1612";"sculpteur / sculptrice ornemaniste sur pierre";"https://www.onisep.fr/http/redirection/metier/slug/MET.7914";"Tailleur / Tailleuse de pierre";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1612";"Non";"";"Non";"Non"
"F1613";"étanchéiste";"https://www.onisep.fr/http/redirection/metier/slug/MET.55";"Étancheur / Étancheuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1613";"Non";"";"Non";"Non"
"F1701";"coffreur-boiseur / coffreuse-boiseuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.162";"Coffreur / Coffreuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1701";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"F1702";"constructeur / constructrice de routes et d'aménagements urbains";"https://www.onisep.fr/http/redirection/metier/slug/MET.904";"Ouvrier / Ouvrière en voiries";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1702";"Non";"";"Non";"Non"
"F1702";"poseur / poseuse de voies ferrées";"https://www.onisep.fr/http/redirection/metier/slug/MET.7776";"Ouvrier / Ouvrière en voiries";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1702";"Non";"";"Non";"Non"
"F1703";"maçon / maçonne";"https://www.onisep.fr/http/redirection/metier/slug/MET.94";"Maçon / Maçonne";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1703";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"F1704";"";"";"Manouvre bâtiment";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1704";"Non";"";"Non";"Non"
"F1705";"constructeur / constructrice de réseaux de canalisations";"https://www.onisep.fr/http/redirection/metier/slug/MET.49";"Canalisateur / Canalisatrice";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1705";"Non";"";"Non";"Non"
"F1706";"";"";"Armaturier / Armaturière de l'industrie du béton";"https://candidat.francetravail.fr/metierscope/fiche-metier/F1706";"Non";"";"Non";"Non"
"G1101";"conseiller / conseillère en séjour";"https://www.onisep.fr/http/redirection/metier/slug/MET.451";"Hôte / Hôtesse d'accueil tourisme";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1101";"Non";"";"Non";"Non"
"G1102";"animateur / animatrice du patrimoine";"https://www.onisep.fr/http/redirection/metier/slug/MET.445";"Chargé / Chargée de mission tourisme";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1102";"Non";"";"Non";"Non"
"G1102";"agent / agente de développement touristique";"https://www.onisep.fr/http/redirection/metier/slug/MET.919";"Chargé / Chargée de mission tourisme";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1102";"Non";"";"Non";"Non"
"G1102";"directeur / directrice d'office de tourisme";"https://www.onisep.fr/http/redirection/metier/slug/MET.434";"Chargé / Chargée de mission tourisme";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1102";"Non";"";"Non";"Non"
"G1201";"accompagnateur / accompagnatrice en moyenne montagne";"https://www.onisep.fr/http/redirection/metier/slug/MET.784";"Guide touristique";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1201";"Non";"";"Non";"Non"
"G1201";"guide-conférencier / guide-conférencière";"https://www.onisep.fr/http/redirection/metier/slug/MET.941";"Guide touristique";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1201";"Non";"";"Non";"Non"
"G1201";"guide de haute montagne";"https://www.onisep.fr/http/redirection/metier/slug/MET.918";"Guide touristique";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1201";"Non";"";"Non";"Non"
"G1201";"accompagnateur / accompagnatrice de tourisme équestre";"https://www.onisep.fr/http/redirection/metier/slug/MET.785";"Guide touristique";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1201";"Non";"";"Non";"Non"
"G1201";"accompagnateur / accompagnatrice de voyages";"https://www.onisep.fr/http/redirection/metier/slug/MET.41";"Guide touristique";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1201";"Non";"";"Non";"Non"
"G1202";"animateur nature / animatrice nature";"https://www.onisep.fr/http/redirection/metier/slug/MET.77";"Animateur / Animatrice d'activités culturelles et de loisirs";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1202";"Non";"";"Non";"Oui"
"G1202";"animateur / animatrice de tourisme";"https://www.onisep.fr/http/redirection/metier/slug/MET.803";"Animateur / Animatrice d'activités culturelles et de loisirs";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1202";"Non";"";"Non";"Oui"
"G1203";"directeur / directrice d'accueil collectif de mineurs (ACM)";"https://www.onisep.fr/http/redirection/metier/slug/MET.713";"Animateur / Animatrice auprès des jeunes";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1203";"Non";"";"Non";"Oui"
"G1204";"éducateur sportif / éducatrice sportive des activités aquatiques et de la natation";"https://www.onisep.fr/http/redirection/metier/slug/MET.569";"Éducateur sportif / Éducatrice sportive";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1204";"Non";"";"Oui";"Oui"
"G1204";"moniteur / monitrice de ski";"https://www.onisep.fr/http/redirection/metier/slug/MET.312";"Éducateur sportif / Éducatrice sportive";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1204";"Non";"";"Oui";"Oui"
"G1204";"animateur / animatrice d'activités physiques et sportives pour tous";"https://www.onisep.fr/http/redirection/metier/slug/MET.808";"Éducateur sportif / Éducatrice sportive";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1204";"Non";"";"Oui";"Oui"
"G1204";"moniteur / monitrice d'escalade";"https://www.onisep.fr/http/redirection/metier/slug/MET.115";"Éducateur sportif / Éducatrice sportive";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1204";"Non";"";"Oui";"Oui"
"G1204";"entraîneur sportif / entraîneuse sportive";"https://www.onisep.fr/http/redirection/metier/slug/MET.481";"Éducateur sportif / Éducatrice sportive";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1204";"Non";"";"Oui";"Oui"
"G1204";"conseiller sportif / conseillère sportive en salle de remise en forme";"https://www.onisep.fr/http/redirection/metier/slug/MET.723";"Éducateur sportif / Éducatrice sportive";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1204";"Non";"";"Oui";"Oui"
"G1204";"moniteur / monitrice d'activités équestres";"https://www.onisep.fr/http/redirection/metier/slug/MET.345";"Éducateur sportif / Éducatrice sportive";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1204";"Non";"";"Oui";"Oui"
"G1204";"éducateur sportif / éducatrice sportive";"https://www.onisep.fr/http/redirection/metier/slug/MET.783";"Éducateur sportif / Éducatrice sportive";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1204";"Non";"";"Oui";"Oui"
"G1204";"professeur / professeure de sport";"https://www.onisep.fr/http/redirection/metier/slug/MET.522";"Éducateur sportif / Éducatrice sportive";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1204";"Non";"";"Oui";"Oui"
"G1204";"moniteur / monitrice de voile";"https://www.onisep.fr/http/redirection/metier/slug/MET.647";"Éducateur sportif / Éducatrice sportive";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1204";"Non";"";"Oui";"Oui"
"G1205";"";"";"Opérateur / Opératrice d'attraction";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1205";"Non";"";"Non";"Non"
"G1206";"";"";"Croupier / Croupière";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1206";"Non";"";"Non";"Non"
"G1301";"chef / cheffe de produit touristique";"https://www.onisep.fr/http/redirection/metier/slug/MET.753";"Chef / Cheffe de produit touristique";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1301";"Non";"";"Non";"Non"
"G1302";"yield manager";"https://www.onisep.fr/http/redirection/metier/slug/MET.352";"Yield manager";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1302";"Non";"";"Non";"Non"
"G1303";"conseiller / conseillère en voyages";"https://www.onisep.fr/http/redirection/metier/slug/MET.604";"Agent / Agente de voyages";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1303";"Non";"";"Non";"Non"
"G1401";"";"";"Assistant / Assistante manager en hôtellerie-restauration";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1401";"Non";"";"Non";"Non"
"G1402";"directeur / directrice de restaurant";"https://www.onisep.fr/http/redirection/metier/slug/MET.144";"Directeur / Directrice en hôtellerie-restauration";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1402";"Non";"";"Non";"Non"
"G1402";"directeur / directrice d'hôtel";"https://www.onisep.fr/http/redirection/metier/slug/MET.2";"Directeur / Directrice en hôtellerie-restauration";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1402";"Non";"";"Non";"Non"
"G1403";"gestionnaire du sport";"https://www.onisep.fr/http/redirection/metier/slug/MET.140";"Directeur / Directrice de structure touristique";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1403";"Non";"";"Non";"Non"
"G1403";"gardien / gardienne de refuge de montagne";"https://www.onisep.fr/http/redirection/metier/slug/MET.7916";"Directeur / Directrice de structure touristique";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1403";"Non";"";"Non";"Non"
"G1403";"directeur / directrice de golf";"https://www.onisep.fr/http/redirection/metier/slug/MET.464";"Directeur / Directrice de structure touristique";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1403";"Non";"";"Non";"Non"
"G1404";"gérant / gérante de restauration collective";"https://www.onisep.fr/http/redirection/metier/slug/MET.283";"Responsable d'établissement de restauration collective";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1404";"Non";"";"Non";"Non"
"G1501";"femme / valet de chambre";"https://www.onisep.fr/http/redirection/metier/slug/MET.534";"Valet / Femme de chambre";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1501";"Non";"";"Non";"Non"
"G1502";"";"";"Employé / Employée d'hôtel";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1502";"Non";"";"Non";"Non"
"G1503";"gouvernante";"https://www.onisep.fr/http/redirection/metier/slug/MET.40";"Gouvernant / Gouvernante d'hôtel";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1503";"Non";"";"Non";"Non"
"G1601";"";"";"Chef / Cheffe de cuisine";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1601";"Non";"";"Oui";"Oui"
"G1602";"cuisinier / cuisinière";"https://www.onisep.fr/http/redirection/metier/slug/MET.420";"Commis / Commise de cuisine";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1602";"Non";"";"Non";"Non"
"G1602";"traiteur organisateur de réception/ traiteuse organisatrice de réception";"https://www.onisep.fr/http/redirection/metier/slug/MET.121";"Commis / Commise de cuisine";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1602";"Non";"";"Non";"Non"
"G1603";"";"";"Équipier polyvalent / Équipière polyvalente de restauration rapide";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1603";"Non";"";"Non";"Non"
"G1604";"";"";"Pizzaïolo / Pizzaïola";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1604";"Non";"";"Non";"Non"
"G1605";"";"";"Plongeur officier / Plongeuse officière de cuisine";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1605";"Non";"";"Non";"Non"
"G1701";"";"";"Concierge d'hôtel";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1701";"Non";"";"Non";"Non"
"G1703";"réceptionniste";"https://www.onisep.fr/http/redirection/metier/slug/MET.3";"Réceptionniste en hôtellerie";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1703";"Non";"";"Non";"Non"
"G1801";"garçon / serveuse de café";"https://www.onisep.fr/http/redirection/metier/slug/MET.535";"Barman / Barmaid";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1801";"Non";"";"Non";"Non"
"G1801";"barman / barmaid";"https://www.onisep.fr/http/redirection/metier/slug/MET.145";"Barman / Barmaid";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1801";"Non";"";"Non";"Non"
"G1802";"maître / maîtresse d'hôtel";"https://www.onisep.fr/http/redirection/metier/slug/MET.654";"Maître / Maîtresse d'hôtel";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1802";"Non";"";"Non";"Non"
"G1803";"employé / employée de restaurant";"https://www.onisep.fr/http/redirection/metier/slug/MET.655";"Serveur / Serveuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1803";"Non";"";"Non";"Non"
"G1804";"sommelier / sommelière";"https://www.onisep.fr/http/redirection/metier/slug/MET.4";"Sommelier / Sommelière";"https://candidat.francetravail.fr/metierscope/fiche-metier/G1804";"Non";"";"Non";"Non"
"H1101";"ingénieur / ingénieure support";"https://www.onisep.fr/http/redirection/metier/slug/MET.727";"Technicien / Technicienne support technique";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1101";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1102";"chargé / chargée d'affaires en génie mécanique";"https://www.onisep.fr/http/redirection/metier/slug/MET.348";"Chargé / Chargée d'affaires en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1102";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1201";"";"";"Coloriste en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1201";"Non";"";"Non";"Non"
"H1202";"";"";"Dessinateur / Dessinatrice en électricité-électronique";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1202";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1203";"technicien / technicienne en mécanique";"https://www.onisep.fr/http/redirection/metier/slug/MET.528";"Dessinateur-projeteur / Dessinatrice-projeteuse en mécanique";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1203";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1203";"dessinateur / dessinatrice en construction mécanique";"https://www.onisep.fr/http/redirection/metier/slug/MET.306";"Dessinateur-projeteur / Dessinatrice-projeteuse en mécanique";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1203";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1204";"designer industriel / designeuse industrielle";"https://www.onisep.fr/http/redirection/metier/slug/MET.568";"Designer industriel / Designeuse industrielle";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1204";"Non";"";"Non";"Non"
"H1205";"modéliste";"https://www.onisep.fr/http/redirection/metier/slug/MET.552";"Modéliste en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1205";"Non";"";"Non";"Non"
"H1206";"ingénieur / ingénieure essais";"https://www.onisep.fr/http/redirection/metier/slug/MET.370";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1206";"ingénieur / ingénieure calcul";"https://www.onisep.fr/http/redirection/metier/slug/MET.206";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1206";"ingénieur biomédical / ingénieure biomédicale";"https://www.onisep.fr/http/redirection/metier/slug/MET.911";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1206";"ingénieur papetier / ingénieure papetière";"https://www.onisep.fr/http/redirection/metier/slug/MET.675";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1206";"coordonnateur / coordonnatrice d'études cliniques";"https://www.onisep.fr/http/redirection/metier/slug/MET.827";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1206";"mécatronicien / mécatronicienne";"https://www.onisep.fr/http/redirection/metier/slug/MET.948";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"H1206";"ingénieur / ingénieure intégration satellite";"https://www.onisep.fr/http/redirection/metier/slug/MET.231";"Ingénieur / Ingénieure R&D en industrie";"https://candidat.francetravail.fr/metierscope/fiche-metier/H1206";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
