"Code ROME";"libellé métier onisep";"lien site onisep.fr";"Lib_ROME_FT";"lien site FT";"transitionEcologique";"transitionEcologiqueDetaillee";"transitionNumerique";"transitionDemographique"
"K2401";"ethnologue";"https://www.onisep.fr/http/redirection/metier/slug/MET.414";"Chercheur / Chercheuse en sciences humaines et sociales";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2401";"Non";"";"Non";"Non"
"K2401";"archéologue";"https://www.onisep.fr/http/redirection/metier/slug/MET.166";"Chercheur / Chercheuse en sciences humaines et sociales";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2401";"Non";"";"Non";"Non"
"K2401";"paléontologue";"https://www.onisep.fr/http/redirection/metier/slug/MET.929";"Chercheur / Chercheuse en sciences humaines et sociales";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2401";"Non";"";"Non";"Non"
"K2401";"linguiste";"https://www.onisep.fr/http/redirection/metier/slug/MET.449";"Chercheur / Chercheuse en sciences humaines et sociales";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2401";"Non";"";"Non";"Non"
"K2402";"astrophysicien / astrophysicienne";"https://www.onisep.fr/http/redirection/metier/slug/MET.24";"Ingénieur / Ingénieure de recherche scientifique";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2402";"Non";"";"Oui";"Non"
"K2402";"responsable de laboratoire de recherche";"https://www.onisep.fr/http/redirection/metier/slug/MET.109";"Ingénieur / Ingénieure de recherche scientifique";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2402";"Non";"";"Oui";"Non"
"K2402";"ingénieur opticien / ingénieure opticienne";"https://www.onisep.fr/http/redirection/metier/slug/MET.32";"Ingénieur / Ingénieure de recherche scientifique";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2402";"Non";"";"Oui";"Non"
"K2402";"écotoxicologue";"https://www.onisep.fr/http/redirection/metier/slug/MET.372";"Ingénieur / Ingénieure de recherche scientifique";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2402";"Non";"";"Oui";"Non"
"K2402";"climatologue";"https://www.onisep.fr/http/redirection/metier/slug/MET.223";"Ingénieur / Ingénieure de recherche scientifique";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2402";"Non";"";"Oui";"Non"
"K2402";"océanologue";"https://www.onisep.fr/http/redirection/metier/slug/MET.413";"Ingénieur / Ingénieure de recherche scientifique";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2402";"Non";"";"Oui";"Non"
"K2402";"neurobiologiste";"https://www.onisep.fr/http/redirection/metier/slug/MET.824";"Ingénieur / Ingénieure de recherche scientifique";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2402";"Non";"";"Oui";"Non"
"K2402";"ingénieur / ingénieure de la police technique et scientifique";"https://www.onisep.fr/http/redirection/metier/slug/MET.598";"Ingénieur / Ingénieure de recherche scientifique";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2402";"Non";"";"Oui";"Non"
"K2402";"bactériologiste";"https://www.onisep.fr/http/redirection/metier/slug/MET.716";"Ingénieur / Ingénieure de recherche scientifique";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2402";"Non";"";"Oui";"Non"
"K2402";"botaniste";"https://www.onisep.fr/http/redirection/metier/slug/MET.424";"Ingénieur / Ingénieure de recherche scientifique";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2402";"Non";"";"Oui";"Non"
"K2402";"biologiste en environnement";"https://www.onisep.fr/http/redirection/metier/slug/MET.589";"Ingénieur / Ingénieure de recherche scientifique";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2402";"Non";"";"Oui";"Non"
"K2402";"zoologiste";"https://www.onisep.fr/http/redirection/metier/slug/MET.48";"Ingénieur / Ingénieure de recherche scientifique";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2402";"Non";"";"Oui";"Non"
"K2402";"ingénieur mathématicien / ingénieure mathématicienne";"https://www.onisep.fr/http/redirection/metier/slug/MET.931";"Ingénieur / Ingénieure de recherche scientifique";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2402";"Non";"";"Oui";"Non"
"K2402";"biostatisticien / biostatisticienne";"https://www.onisep.fr/http/redirection/metier/slug/MET.126";"Ingénieur / Ingénieure de recherche scientifique";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2402";"Non";"";"Oui";"Non"
"K2402";"microbiologiste";"https://www.onisep.fr/http/redirection/metier/slug/MET.701";"Ingénieur / Ingénieure de recherche scientifique";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2402";"Non";"";"Oui";"Non"
"K2402";"chercheur / chercheuse en robotique médicale";"https://www.onisep.fr/http/redirection/metier/slug/MET.7766";"Ingénieur / Ingénieure de recherche scientifique";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2402";"Non";"";"Oui";"Non"
"K2402";"pharmacien chercheur / pharmacienne chercheuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.7858";"Ingénieur / Ingénieure de recherche scientifique";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2402";"Non";"";"Oui";"Non"
"K2402";"chercheur / chercheuse en biologie du sport";"https://www.onisep.fr/http/redirection/metier/slug/MET.820";"Ingénieur / Ingénieure de recherche scientifique";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2402";"Non";"";"Oui";"Non"
"K2402";"ingénieur / ingénieure de recherche clinique et épidémiologique";"https://www.onisep.fr/http/redirection/metier/slug/MET.844";"Ingénieur / Ingénieure de recherche scientifique";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2402";"Non";"";"Oui";"Non"
"K2402";"hydrobiologiste";"https://www.onisep.fr/http/redirection/metier/slug/MET.232";"Ingénieur / Ingénieure de recherche scientifique";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2402";"Non";"";"Oui";"Non"
"K2402";"chercheur / chercheuse en physique";"https://www.onisep.fr/http/redirection/metier/slug/MET.800";"Ingénieur / Ingénieure de recherche scientifique";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2402";"Non";"";"Oui";"Non"
"K2402";"chercheur / chercheuse en biologie";"https://www.onisep.fr/http/redirection/metier/slug/MET.699";"Ingénieur / Ingénieure de recherche scientifique";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2402";"Non";"";"Oui";"Non"
"K2402";"chercheur / chercheuse en chimie";"https://www.onisep.fr/http/redirection/metier/slug/MET.590";"Ingénieur / Ingénieure de recherche scientifique";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2402";"Non";"";"Oui";"Non"
"K2501";"gardien / gardienne d'immeubles";"https://www.onisep.fr/http/redirection/metier/slug/MET.837";"Gardien / Gardienne";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2501";"Non";"";"Non";"Non"
"K2502";"enquêteur privé / enquêtrice privée";"https://www.onisep.fr/http/redirection/metier/slug/MET.817";"Responsable sécurité";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2502";"Non";"";"Non";"Non"
"K2503";"agent / agente de sécurité";"https://www.onisep.fr/http/redirection/metier/slug/MET.347";"Agent / Agente de sécurité";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2503";"Non";"";"Non";"Non"
"K2503";"convoyeur / convoyeuse de fonds";"https://www.onisep.fr/http/redirection/metier/slug/MET.484";"Agent / Agente de sécurité";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2503";"Non";"";"Non";"Non"
"K2503";"agent / agente de sûreté ferroviaire";"https://www.onisep.fr/http/redirection/metier/slug/MET.185";"Agent / Agente de sécurité";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2503";"Non";"";"Non";"Non"
"K2601";"";"";"Porteur / Porteuse funéraire";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2601";"Non";"";"Non";"Non"
"K2602";"assistant / assistante funéraire";"https://www.onisep.fr/http/redirection/metier/slug/MET.7765";"Conseiller / Conseillère funéraire";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2602";"Non";"";"Non";"Non"
"K2603";"thanatopracteur / thanatopractrice";"https://www.onisep.fr/http/redirection/metier/slug/MET.247";"Thanatopracteur / Thanatopractrice";"https://candidat.francetravail.fr/metierscope/fiche-metier/K2603";"Non";"";"Non";"Non"
"L1101";"disc-jockey";"https://www.onisep.fr/http/redirection/metier/slug/MET.339";"Disc-jockey";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1101";"Non";"";"Non";"Non"
"L1103";"animateur / animatrice de radio et de télévision";"https://www.onisep.fr/http/redirection/metier/slug/MET.582";"Animateur / Animatrice radio";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1103";"Non";"";"Non";"Non"
"L1201";"danseur / danseuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.42";"Danseur / Danseuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1201";"Non";"";"Non";"Non"
"L1201";"chorégraphe";"https://www.onisep.fr/http/redirection/metier/slug/MET.608";"Danseur / Danseuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1201";"Non";"";"Non";"Non"
"L1202";"chanteur / chanteuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.7";"Musicien / Musicienne";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1202";"Non";"";"Non";"Non"
"L1202";"auteur-compositeur interprète / auteure-compositrice interprète";"https://www.onisep.fr/http/redirection/metier/slug/MET.584";"Musicien / Musicienne";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1202";"Non";"";"Non";"Non"
"L1202";"musicien / musicienne";"https://www.onisep.fr/http/redirection/metier/slug/MET.6";"Musicien / Musicienne";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1202";"Non";"";"Non";"Non"
"L1202";"chef / cheffe d'orchestre";"https://www.onisep.fr/http/redirection/metier/slug/MET.601";"Musicien / Musicienne";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1202";"Non";"";"Non";"Non"
"L1203";"audiodescripteur / audiodescriptrice";"https://www.onisep.fr/http/redirection/metier/slug/MET.327";"Comédien / Comédienne";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1203";"Non";"";"Non";"Non"
"L1203";"comédien / comédienne";"https://www.onisep.fr/http/redirection/metier/slug/MET.146";"Comédien / Comédienne";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1203";"Non";"";"Non";"Non"
"L1203";"cascadeur / cascadeuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.914";"Comédien / Comédienne";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1203";"Non";"";"Non";"Non"
"L1204";"artiste de cirque";"https://www.onisep.fr/http/redirection/metier/slug/MET.779";"Artiste de cirque";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1204";"Non";"";"Non";"Non"
"L1301";"metteur / metteuse en scène";"https://www.onisep.fr/http/redirection/metier/slug/MET.86";"Metteur / Metteuse en scène";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1301";"Non";"";"Non";"Non"
"L1302";"chargé / chargée de production";"https://www.onisep.fr/http/redirection/metier/slug/MET.193";"Producteur / Productrice de film";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1302";"Non";"";"Non";"Non"
"L1302";"administrateur / administratrice de spectacle";"https://www.onisep.fr/http/redirection/metier/slug/MET.469";"Producteur / Productrice de film";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1302";"Non";"";"Non";"Non"
"L1302";"producteur / productrice";"https://www.onisep.fr/http/redirection/metier/slug/MET.833";"Producteur / Productrice de film";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1302";"Non";"";"Non";"Non"
"L1303";"agent / agente artistique";"https://www.onisep.fr/http/redirection/metier/slug/MET.214";"Agent / Agente d'artiste";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1303";"Non";"";"Non";"Non"
"L1303";"responsable de casting";"https://www.onisep.fr/http/redirection/metier/slug/MET.382";"Agent / Agente d'artiste";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1303";"Non";"";"Non";"Non"
"L1304";"documentariste";"https://www.onisep.fr/http/redirection/metier/slug/MET.7813";"Réalisateur / Réalisatrice";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1304";"Non";"";"Non";"Non"
"L1304";"réalisateur / réalisatrice 3D";"https://www.onisep.fr/http/redirection/metier/slug/MET.252";"Réalisateur / Réalisatrice";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1304";"Non";"";"Non";"Non"
"L1304";"assistant réalisateur / assistante réalisatrice";"https://www.onisep.fr/http/redirection/metier/slug/MET.178";"Réalisateur / Réalisatrice";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1304";"Non";"";"Non";"Non"
"L1304";"réalisateur / réalisatrice de films";"https://www.onisep.fr/http/redirection/metier/slug/MET.476";"Réalisateur / Réalisatrice";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1304";"Non";"";"Non";"Non"
"L1304";"scripte";"https://www.onisep.fr/http/redirection/metier/slug/MET.421";"Réalisateur / Réalisatrice";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1304";"Non";"";"Non";"Non"
"L1401";"lad-jockey, lad-driver";"https://www.onisep.fr/http/redirection/metier/slug/MET.155";"Sportif professionnel / Sportive professionnelle";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1401";"Non";"";"Oui";"Oui"
"L1401";"entraîneur / entraîneuse de chevaux";"https://www.onisep.fr/http/redirection/metier/slug/MET.471";"Sportif professionnel / Sportive professionnelle";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1401";"Non";"";"Oui";"Oui"
"L1401";"pilote automobile";"https://www.onisep.fr/http/redirection/metier/slug/MET.521";"Sportif professionnel / Sportive professionnelle";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1401";"Non";"";"Oui";"Oui"
"L1401";"arbitre";"https://www.onisep.fr/http/redirection/metier/slug/MET.704";"Sportif professionnel / Sportive professionnelle";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1401";"Non";"";"Oui";"Oui"
"L1401";"sportif / sportive de haut niveau";"https://www.onisep.fr/http/redirection/metier/slug/MET.167";"Sportif professionnel / Sportive professionnelle";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1401";"Non";"";"Oui";"Oui"
"L1401";"footballeur / footballeuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.651";"Sportif professionnel / Sportive professionnelle";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1401";"Non";"";"Oui";"Oui"
"L1501";"maquilleur / maquilleuse artistique";"https://www.onisep.fr/http/redirection/metier/slug/MET.110";"Maquilleur / Maquilleuse spectacle";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1501";"Non";"";"Non";"Non"
"L1502";"costumier / costumière";"https://www.onisep.fr/http/redirection/metier/slug/MET.446";"Costumier / Costumière";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1502";"Non";"";"Non";"Non"
"L1503";"décorateur / décoratrice-scénographe";"https://www.onisep.fr/http/redirection/metier/slug/MET.261";"Accessoiriste";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1503";"Non";"";"Non";"Non"
"L1503";"accessoiriste";"https://www.onisep.fr/http/redirection/metier/slug/MET.69";"Accessoiriste";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1503";"Non";"";"Non";"Non"
"L1504";"régisseur / régisseuse lumière";"https://www.onisep.fr/http/redirection/metier/slug/MET.359";"Éclairagiste";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1504";"Non";"";"Non";"Non"
"L1504";"éclairagiste";"https://www.onisep.fr/http/redirection/metier/slug/MET.307";"Éclairagiste";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1504";"Non";"";"Non";"Non"
"L1505";"cadreur / cadreuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.262";"Cadreur / Cadreuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1505";"Non";"";"Non";"Non"
"L1505";"directeur / directrice de la photographie";"https://www.onisep.fr/http/redirection/metier/slug/MET.755";"Cadreur / Cadreuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1505";"Non";"";"Non";"Non"
"L1506";"machiniste-constructeur ou plateau / machiniste-constructrice ou plateau";"https://www.onisep.fr/http/redirection/metier/slug/MET.187";"Machiniste spectacle";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1506";"Non";"";"Non";"Non"
"L1507";"designer sonore";"https://www.onisep.fr/http/redirection/metier/slug/MET.621";"Monteur / Monteuse vidéo";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1507";"Non";"";"Non";"Non"
"L1507";"mixeur / mixeuse son";"https://www.onisep.fr/http/redirection/metier/slug/MET.315";"Monteur / Monteuse vidéo";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1507";"Non";"";"Non";"Non"
"L1507";"chef monteur / cheffe monteuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.656";"Monteur / Monteuse vidéo";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1507";"Non";"";"Non";"Non"
"L1507";"bruiteur / bruiteuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.467";"Monteur / Monteuse vidéo";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1507";"Non";"";"Non";"Non"
"L1507";"truqueur / truqueuse, truquiste";"https://www.onisep.fr/http/redirection/metier/slug/MET.959";"Monteur / Monteuse vidéo";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1507";"Non";"";"Non";"Non"
"L1508";"ingénieur / ingénieure du son";"https://www.onisep.fr/http/redirection/metier/slug/MET.585";"Régisseur / Régisseuse du son";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1508";"Non";"";"Non";"Non"
"L1508";"technicien réalisateur / technicienne réalisatrice radio";"https://www.onisep.fr/http/redirection/metier/slug/MET.506";"Régisseur / Régisseuse du son";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1508";"Non";"";"Non";"Non"
"L1508";"perchman / perchwoman";"https://www.onisep.fr/http/redirection/metier/slug/MET.746";"Régisseur / Régisseuse du son";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1508";"Non";"";"Non";"Non"
"L1509";"régisseur général / régisseuse générale cinéma";"https://www.onisep.fr/http/redirection/metier/slug/MET.194";"Régisseur général / Régisseuse générale";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1509";"Non";"";"Non";"Non"
"L1509";"régisseur / régisseuse de spectacles";"https://www.onisep.fr/http/redirection/metier/slug/MET.452";"Régisseur général / Régisseuse générale";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1509";"Non";"";"Non";"Non"
"L1510";"animateur / animatrice 2D et 3D";"https://www.onisep.fr/http/redirection/metier/slug/MET.778";"Animateur / Animatrice 3D - films d'animation";"https://candidat.francetravail.fr/metierscope/fiche-metier/L1510";"Non";"";"Non";"Non"
"M1101";"acheteur / acheteuse";"https://www.onisep.fr/http/redirection/metier/slug/MET.571";"Acheteur / Acheteuse";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1101";"Non";"";"Non";"Non"
"M1102";"responsable achats en chimie";"https://www.onisep.fr/http/redirection/metier/slug/MET.625";"Responsable des achats";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1102";"Non";"";"Non";"Non"
"M1201";"manager de risques";"https://www.onisep.fr/http/redirection/metier/slug/MET.555";"Analyste financier / financière";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1201";"Non";"";"Non";"Non"
"M1201";"analyste financier / financière";"https://www.onisep.fr/http/redirection/metier/slug/MET.397";"Analyste financier / financière";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1201";"Non";"";"Non";"Non"
"M1201";"conseiller / conseillère en fusions-acquisitions";"https://www.onisep.fr/http/redirection/metier/slug/MET.101";"Analyste financier / financière";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1201";"Non";"";"Non";"Non"
"M1202";"auditeur / auditrice interne";"https://www.onisep.fr/http/redirection/metier/slug/MET.81";"Expert-comptable / Experte-comptable";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1202";"Non";"";"Non";"Non"
"M1202";"collaborateur / collaboratrice de cabinet d'expertise comptable";"https://www.onisep.fr/http/redirection/metier/slug/MET.7772";"Expert-comptable / Experte-comptable";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1202";"Non";"";"Non";"Non"
"M1202";"expert-comptable / experte-comptable";"https://www.onisep.fr/http/redirection/metier/slug/MET.149";"Expert-comptable / Experte-comptable";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1202";"Non";"";"Non";"Non"
"M1203";"comptable";"https://www.onisep.fr/http/redirection/metier/slug/MET.11";"Comptable";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1203";"Non";"";"Non";"Non"
"M1204";"contrôleur / contrôleuse de gestion";"https://www.onisep.fr/http/redirection/metier/slug/MET.410";"Contrôleur / Contrôleuse de gestion";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1204";"Non";"";"Non";"Non"
"M1205";"";"";"Directeur administratif et financier / Directrice administrative et financière -DAF-";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1205";"Non";"";"Non";"Non"
"M1206";"chef / cheffe comptable";"https://www.onisep.fr/http/redirection/metier/slug/MET.195";"Chef comptable";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1206";"Non";"";"Non";"Non"
"M1207";"credit manager";"https://www.onisep.fr/http/redirection/metier/slug/MET.458";"Trésorier / Trésorière";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1207";"Non";"";"Non";"Non"
"M1301";"";"";"Président Directeur Général / Présidente Directrice Générale -PDG-";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1301";"Non";"";"Non";"Non"
"M1302";"directeur / directrice d'agences de voyages";"https://www.onisep.fr/http/redirection/metier/slug/MET.811";"Responsable de Petite ou Moyenne Entreprise -PME-";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1302";"Non";"";"Non";"Non"
"M1401";"";"";"Enquêteur / Enquêtrice sondage";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1401";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"M1402";"consultant / consultante en conduite de changement";"https://www.onisep.fr/http/redirection/metier/slug/MET.624";"Consultant / Consultante en organisation et management";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1402";"Non";"";"Non";"Non"
"M1402";"consultant / consultante green IT";"https://www.onisep.fr/http/redirection/metier/slug/MET.945";"Consultant / Consultante en organisation et management";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1402";"Non";"";"Non";"Non"
"M1402";"ergonome";"https://www.onisep.fr/http/redirection/metier/slug/MET.884";"Consultant / Consultante en organisation et management";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1402";"Non";"";"Non";"Non"
"M1402";"consultant / consultante en management de l'innovation";"https://www.onisep.fr/http/redirection/metier/slug/MET.218";"Consultant / Consultante en organisation et management";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1402";"Non";"";"Non";"Non"
"M1402";"auditeur / auditrice externe";"https://www.onisep.fr/http/redirection/metier/slug/MET.591";"Consultant / Consultante en organisation et management";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1402";"Non";"";"Non";"Non"
"M1403";"chargé / chargée d'études économiques";"https://www.onisep.fr/http/redirection/metier/slug/MET.667";"Chargé / Chargée d'études socio-économiques";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1403";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"M1403";"data scientist";"https://www.onisep.fr/http/redirection/metier/slug/MET.512";"Chargé / Chargée d'études socio-économiques";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1403";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"M1403";"statisticien / statisticienne en géomarketing";"https://www.onisep.fr/http/redirection/metier/slug/MET.932";"Chargé / Chargée d'études socio-économiques";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1403";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"M1403";"statisticien / statisticienne";"https://www.onisep.fr/http/redirection/metier/slug/MET.461";"Chargé / Chargée d'études socio-économiques";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1403";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"M1403";"statisticien / statisticienne en analyse sensorielle";"https://www.onisep.fr/http/redirection/metier/slug/MET.230";"Chargé / Chargée d'études socio-économiques";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1403";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"M1403";"data analyst";"https://www.onisep.fr/http/redirection/metier/slug/MET.7930";"Chargé / Chargée d'études socio-économiques";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1403";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"M1403";"statisticien industriel / statisticienne industrielle";"https://www.onisep.fr/http/redirection/metier/slug/MET.627";"Chargé / Chargée d'études socio-économiques";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1403";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"M1403";"chargé / chargée d'études en marketing";"https://www.onisep.fr/http/redirection/metier/slug/MET.540";"Chargé / Chargée d'études socio-économiques";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1403";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"M1403";"économètre statisticien / statisticienne";"https://www.onisep.fr/http/redirection/metier/slug/MET.468";"Chargé / Chargée d'études socio-économiques";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1403";"Oui";"EMPLOI_STRATEGIQUE";"Non";"Non"
"M1404";"";"";"Responsable d'enquêtes";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1404";"Non";"";"Non";"Non"
"M1501";"assistant / assistante en ressources humaines";"https://www.onisep.fr/http/redirection/metier/slug/MET.798";"Assistant / Assistante ressources humaines";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1501";"Non";"";"Non";"Non"
"M1502";"responsable de formation";"https://www.onisep.fr/http/redirection/metier/slug/MET.30";"Chargé / Chargée de recrutement";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1502";"Non";"";"Non";"Non"
"M1502";"chargé /chargée de recherche en recrutement";"https://www.onisep.fr/http/redirection/metier/slug/MET.209";"Chargé / Chargée de recrutement";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1502";"Non";"";"Non";"Non"
"M1502";"responsable du recrutement";"https://www.onisep.fr/http/redirection/metier/slug/MET.756";"Chargé / Chargée de recrutement";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1502";"Non";"";"Non";"Non"
"M1503";"responsable de rémunération";"https://www.onisep.fr/http/redirection/metier/slug/MET.196";"Directeur / Directrice des Ressources Humaines -DRH-";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1503";"Non";"";"Non";"Non"
"M1503";"responsable des ressources humaines";"https://www.onisep.fr/http/redirection/metier/slug/MET.697";"Directeur / Directrice des Ressources Humaines -DRH-";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1503";"Non";"";"Non";"Non"
"M1601";"hôte / hôtesse d'accueil";"https://www.onisep.fr/http/redirection/metier/slug/MET.285";"Agent / Agente d'accueil";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1601";"Non";"";"Non";"Non"
"M1602";"";"";"Agent administratif / Agente administrative";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1602";"Non";"";"Non";"Non"
"M1603";"facteur / factrice";"https://www.onisep.fr/http/redirection/metier/slug/MET.763";"Facteur / Factrice";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1603";"Non";"";"Non";"Non"
"M1604";"assistant / assistante de direction";"https://www.onisep.fr/http/redirection/metier/slug/MET.319";"Assistant / Assistante de direction";"https://candidat.francetravail.fr/metierscope/fiche-metier/M1604";"Non";"";"Non";"Non"
